npaid	compound_name	formula	origin_type	origin_genus	origin_species	original_reference_doi
NPA032518	Sansalvamide A amide	C32H51N5O5	Fungus	Biscogniauxia	mediterranea strain LF657	10.3390/md14110204
NPA032519	1,4,5-trihydroxy-2-methyl-9H-xanthen-9-one	C14H10O5	Fungus	Talaromyces	islandicus EN-501	10.3390/md14120223
NPA032520	Rubrumline M	C19H23N3O3	Fungus	Eurotium	cristatum EN-220	10.3390/md15020024
NPA032521	Terricolin	C45H63FeN3O9	Fungus	Tolypocladium	geodes sp. MF458	10.3390/md15040084
NPA032522	Malletenin E	C16H20O5	Fungus	Tolypocladium	geodes sp. MF458	10.3390/md15040084
NPA032523	Clearanol E	C14H18O5	Fungus	Leptosphaeria	sp. SCSIO41005	10.3390/md15070204
NPA032524	(E)-cladodionen	C13H15NO3	Fungus	Cladosporium	sp. OUCMDZ-1635	10.3390/md16020071
NPA032525	(Z)-cladodionen	C13H15NO3	Fungus	Cladosporium	sp. OUCMDZ-1635	10.3390/md16020071
NPA032526	Jomthonic acid A	C22H29NO5	Bacterium	Streptomyces	caniferus GUA-06-05-006A	10.3390/md16080259
NPA032527	Peniginsengin A	C19H26O5	Fungus	Penicillium	sp. YPGA11	10.3390/md16100358
NPA032528	(+)-brevianamide X	C21H23N3O4	Fungus	Aspergillus	versicolor OUCMDZ-2738	10.3390/md17010006
NPA032529	(-)-brevianamide X	C21H23N3O4	Fungus	Aspergillus	versicolor OUCMDZ-2738	10.3390/md17010006
NPA032530	3,3_-cyclohexylidenebis(1H-indole)	C22H22N2	Fungus	Pseudallescheria	boydii F44-1	10.3390/md17020077
NPA032531	Oxopropylisoherqueinone A	C22H22O8	Fungus	Penicillium	sp.	10.3390/md17030176
NPA032532	(±)-7,8-epoxy-brevianamide Q	C21H21N3O4	Fungus	Aspergillus	versicolor MF180151	10.3390/md17050262
NPA032533	(±)-8-epihydroxy-brevianamide R	C22H25N3O4	Fungus	Aspergillus	versicolor MF180151	10.3390/md17050262
NPA032534	Quinadoline D	C26H23N5O4	Fungus	Penicillium	sp. L129	10.3390/md17070383
NPA032535	Dumulmycin	C33H48O8	Bacterium	Streptomyces	sp. DM28	10.1021/acs.orglett.1c00847
NPA032536	Colletochlorin A	C18H25ClO5	Fungus	Colletotrichum	gloeosporioides	10.1080/14786419.2017.1385020
NPA032537	Orcinol	C7H8O2	Fungus	Colletotrichum	gloeosporioides	10.1080/14786419.2017.1385020
NPA032538	Tyrosol	C8H10O2	Fungus	Colletotrichum	gloeosporioides	10.1080/14786419.2017.1385020
NPA032539	Fusaric acid	C10H13NO2	Fungus	Fusarium	oxysporum	10.1080/14786419.2017.1415897
NPA032540	Benzene-1,2,4-triol	C6H6O3	Fungus	Dothiorella	vidmadera	10.1021/acs.jafc.7b05248
NPA032541	Resorcinol	C6H6O2	Fungus	Dothiorella	vidmadera	10.1021/acs.jafc.7b05248
NPA032542	3-(Hydroxymethy)phenol	C7H8O2	Fungus	Dothiorella	vidmadera	10.1021/acs.jafc.7b05248
NPA032543	Protocatechuic alcohol	C7H8O3	Fungus	Dothiorella	vidmadera	10.1021/acs.jafc.7b05248
NPA032544	Spencertoxin	C14H16N2O2	Fungus	Spencermartinsia	viticola	10.1016/j.arabjc.2018.01.014
NPA032545	Spencer acid	C7H6O7	Fungus	Spencermartinsia	viticola	10.1016/j.arabjc.2018.01.014
NPA032546	P-hydroxybenzaldehyde	C7H6O2	Fungus	Spencermartinsia	viticola	10.1016/j.arabjc.2018.01.014
NPA032547	2-(4-hydroxyphenyl)acetic acid	C8H8O3	Fungus	Spencermartinsia	viticola	10.1016/j.arabjc.2018.01.014
NPA032548	Aspergillide A	C14H22O4	Fungus	Aspergillus	ostianus	10.1021/ol702598q
NPA032549	6β-hydroxybrefeldin C	C16H24O4	Fungus	Penicillium	sp. DT-F29	10.1080/14786419.2016.1169414
NPA032550	Elansolid B2	C38H52O7	Bacterium	Chitinophaga	sancti	10.1002/anie.201006880
NPA032551	Elansolid B3	C37H51NO6	Bacterium	Chitinophaga	sancti	10.1002/anie.201006880
NPA032552	Plusbacin B3	C50H83N11O19	Bacterium	Pseudomonas	sp.	10.7164/antibiotics.45.824
NPA032553	Plusbacin B4	C50H83N11O19	Bacterium	Pseudomonas	sp.	10.7164/antibiotics.45.824
NPA032554	Chojalactone B	C13H16O4	Bacterium	Streptomyces	sp. CJ-5	10.1021/acs.orglett.5b00385
NPA032555	Grecoketide B	C24H28O10	Bacterium	Streptomyces	sp. Acta 1362	10.1002/ejoc.200800676
NPA032556	(3R,5R)-3,5-dihydroxydecanoic acid	C10H20O4	Fungus	Aureobasidium	pullulans AJF1	10.3390/molecules24224051
NPA032557	Purpactin B	C23H26O7	Fungus	Penicillium	purpurogenum	10.7164/antibiotics.44.144
NPA032558	Bu-2470 B2a	C51H89N13O10	Bacterium	Bacillus	circulans Bu-2470	10.7164/antibiotics.36.634
NPA032559	Not named	C14H20O4	Fungus	Botrytis	cinerea	10.1016/S0031-9422(00)81164-4
NPA032560	DC-86-M	C17H14N2O5	Bacterium	Streptomyces	luteogriseus DO-86	10.7164/antibiotics.39.624
NPA032561	Obscurolide A1	C15H17NO5	Bacterium	Streptomyces	viridochromogenes strain Tii 2580	10.7164/antibiotics.45.1096
NPA032562	Obscurolide A2	C15H17NO4	Bacterium	Streptomyces	viridochromogenes strain Tii 2580	10.7164/antibiotics.45.1096
NPA032563	Obscurolide A3	C15H19NO4	Bacterium	Streptomyces	viridochromogenes strain Tii 2580	10.7164/antibiotics.45.1096
NPA032564	Obscurolide A4	C16H21NO4	Bacterium	Streptomyces	viridochromogenes strain Tii 2580	10.7164/antibiotics.45.1096
NPA032565	Sterebin P1	C20H36O4	Fungus	Saccharomyces	cerevisiae.	10.1016/j.tetlet.2014.11.012
NPA032566	Sterebin P2	C20H36O4	Fungus	Saccharomyces	cerevisiae.	10.1016/j.tetlet.2014.11.012
NPA032567	Nocapyrone D	C16H24O4	Bacterium	Nocardiopsis	sp. strain HB383	10.1021/np100312f
NPA032568	Orirubenone E	C14H16O5	Fungus	Tricholoma	orirubens	10.1271/bbb.69.1630
NPA032569	Myxothiazol S1	C17H21N3O4S2	Bacterium	Myxococcus	fulvus	10.1038/ja.2014.31
NPA032570	Pyrenochaetic acid A	C13H14O4	Fungus	Pyrenochaeta	terrestris	10.1271/bbb1961.45.1675
NPA032571	Pyrenochaetic acid C	C13H16O4	Fungus	Pyrenochaeta	terrestris	10.1271/bbb1961.45.1675
NPA032572	Legonmycin B	C14H22N2O3	Bacterium	Streptomyces	sp. MA37	10.1002/anie.201502902
NPA032573	Helminthosporol	C15H24O2	Fungus	Bipolaris	sp.	10.1021/np50059a001
NPA032574	Circumcin C	C16H16O2	Bacterium	Gordonia	sp. 647W.R.1a.05	10.1016/j.bmcl.2013.06.088
NPA032575	1,4-diphenyl-2,3-butanediol	C16H18O2	Bacterium	Gordonia	sp. 647W.R.1a.05	10.1016/j.bmcl.2013.06.088
NPA032576	Cytosporone E	C15H20O5	Fungus	Cytospora	sp.	10.1021/ol006680s
NPA032577	Cytosporone A	C16H22O5	Fungus	Cytospora	sp.	10.1021/ol006680s
NPA032578	Cytosporone C	C16H22O4	Fungus	Cytospora	sp.	10.1021/ol006680s
NPA032579	Carolic acid	C9H10O4	Fungus	Penicillium	viridicatum	10.1042/bj0740369
NPA032580	Carlosic acid	C10H12O6	Fungus	Penicillium	viridicatum	10.1042/bj0740369
NPA032581	Fumigaclavine D	C22H28N2O2	Fungus	Aspergillus	fumigatus	10.1055/s-0034-1382958
NPA032582	Fumigaclavine E	C21H28N2O	Fungus	Aspergillus	fumigatus	10.1055/s-0034-1382958
NPA032583	Fumigaclavine F	C21H28N2O	Fungus	Aspergillus	fumigatus	10.1055/s-0034-1382958
NPA032584	Fumigaclavine H	C22H28N2O2	Fungus	Aspergillus	fumigatus	10.1055/s-0034-1382958
NPA032585	Marinoquinoline A	C12H10N2	Bacterium	Ohtaekwangia	kribbensis	10.1016/j.chembiol.2015.07.014
NPA032586	Marinoquinoline K	C11H8N2	Bacterium	Ohtaekwangia	kribbensis	10.1016/j.chembiol.2015.07.014
NPA032587	Marinoquinoline J	C12H10N2	Bacterium	Ohtaekwangia	kribbensis	10.1016/j.chembiol.2015.07.014
NPA032588	(7S,11S)-(+)-12-Hydroxysydonic acid	C15H22O5	Fungus	Aspergillus	sydowii	10.1016/j.bmc.2013.04.004
NPA032589	Plorantinone B	C15H22O3	Fungus	Russula	delica	10.1016/s0040-4020(97)00596-6
NPA032590	Plorantinone C	C15H22O4	Fungus	Russula	delica	10.1016/s0040-4020(97)00596-6
NPA032591	Gloeophyllin B	C32H50O5	Fungus	Gloeophyllum	abietinum	10.1021/acs.orglett.5b01080
NPA032592	Verticilide A1	C44H76N4O12	Fungus	Verticillium	sp. FKI-2679	10.1038/ja.2012.12
NPA032593	Verticilide A2	C43H74N4O12	Fungus	Verticillium	sp. FKI-2679	10.1038/ja.2012.12
NPA032594	Baumannoferrin A	C27H42N4O12	Bacterium	Acinetobacter	baumannii	10.1002/cbic.201500147
NPA032595	Crisamicin A	C32H22O12	Bacterium	Micromonospora	purpureochromogenes	10.7164/antibiotics.39.335
NPA032596	Lactone diacid 7-O-n-butyl ester	C18H20O7	Fungus	Talaromyces	rugulosus	10.3390/md15110359
NPA032597	5α,8α-epidioxy-23-methyl-(22E,24R)-ergosta-6,22-dien-3β-OL	C29H46O3	Fungus	Penicillium	notatum B-52	10.1007/bf02978830
NPA032598	Cyclopaldic acid	C11H10O6	Fungus	Seiridium	cupressi	10.1002/cbdv.201200358
NPA032599	Seiridin	C12H20O3	Fungus	Seiridium	cupressi	10.1002/cbdv.201200358
NPA032600	Pyrenochaetic acid H	C13H14O5	Fungus	Alternaria	sp.	10.1021/np5005449
NPA032601	Repraesentin C	C15H22O4	Fungus	Lactarius	repraesentaneus	10.1271/bbb.67.1597
NPA032602	Talaroflavone	C14H12O6	Fungus	Unknown-fungus	sp. strain HJ33moB	10.1139/v90-318
NPA032603	Altersolanol B	C16H16O6	Fungus	Alternaria	porri	10.1080/00021369.1978.10863254
NPA032604	Fuscoporianol A	C31H52O3	Fungus	Fuscoporia	obliqua	10.1080/10286020108042839
NPA032605	Fuscoporianol B	C30H50O4	Fungus	Fuscoporia	obliqua	10.1080/10286020108042839
NPA032606	Fuscoporianol C	C30H50O3	Fungus	Fuscoporia	obliqua	10.1080/10286020108042839
NPA032607	Bisacremine E	C24H38O7	Fungus	Acremonium	persicinum SC0105	10.1021/acs.orglett.5b02536
NPA032608	Bisacremine F	C24H38O7	Fungus	Acremonium	persicinum SC0105	10.1021/acs.orglett.5b02536
NPA032609	Chrodrimanin C	C25H32O5	Fungus	Talaromyces	sp.	10.1271/bbb.110858
NPA032610	Chrodrimanin D	C25H32O7	Fungus	Talaromyces	sp.	10.1271/bbb.120365
NPA032611	Chrodrimanin G	C27H34O8	Fungus	Talaromyces	sp.	10.1271/bbb.120365
NPA032612	Sphingofungin E	C21H39NO7	Fungus	Paecilomyces	variotii	10.7164/antibiotics.45.1692
NPA032613	Decarestrictine A2	C10H14O4	Fungus	Penicillium	sp.	10.7164/antibiotics.45.66
NPA032614	Decarestrictine C1	C10H16O4	Fungus	Penicillium	sp.	10.7164/antibiotics.45.66
NPA032615	Decarestrictine C2	C10H16O4	Fungus	Penicillium	sp.	10.7164/antibiotics.45.66
NPA032616	Decarestrictine E	C11H16O5	Fungus	Penicillium	sp.	10.7164/antibiotics.45.1176
NPA032617	Taichunamide B	C26H27N3O4	Fungus	Aspergillus	taichungensis (IBT 19404)	10.1002/anie.201509462
NPA032618	Taichunamide C	C27H31N3O6	Fungus	Aspergillus	taichungensis (IBT 19404)	10.1002/anie.201509462
NPA032619	Taichunamide E	C26H29N3O4	Fungus	Aspergillus	taichungensis (IBT 19404)	10.1002/anie.201509462
NPA032620	Taichunamide G	C27H31N3O4	Fungus	Aspergillus	taichungensis (IBT 19404)	10.1002/anie.201509462
NPA032621	Hatomarubigin E	C19H16O5	Bacterium	Streptomyces	sp. 2238-SVT4	10.1038/ja.2010.118
NPA032622	Craterellin C	C22H34O4	Fungus	Craterellus	odoratus	10.1016/j.phytochem.2009.09.020
NPA032623	Mycinamicin X	C42H70N2O15S	Bacterium	Micromonospora	griseorubida	10.7164/antibiotics.44.1270
NPA032624	Mycinamicin XI	C42H70N2O16S	Bacterium	Micromonospora	griseorubida	10.7164/antibiotics.44.1270
NPA032627	Nakienone C	C11H14O3	Bacterium	Synechocystis	sp.	10.1016/0040-4039(94)02397-t
NPA032628	Monorden C	C18H19ClO6	Fungus	Humicola	sp. FO-2942	10.7164/antibiotics.56.526
NPA032629	Monorden D	C18H19ClO5	Fungus	Humicola	sp. FO-2942	10.7164/antibiotics.56.526
NPA032630	Aszonapyrone A	C28H40O5	Fungus	Aspergillus	zonatus	10.1080/00021369.1982.10865366
NPA032631	ACTG-toxin H	C21H28O4	Fungus	Alternaria	sp.	10.1007/s11010-012-1502-9
NPA032632	Altertoxin II	C20H14O6	Fungus	Alternaria	alternata	10.1021/np50047a017
NPA032633	Penitrem A	C37H44ClNO6	Fungus	Penicillium	crustosum	10.1039/p19830001857
NPA032634	Sterhirsutin C	C30H42O4	Fungus	Stereum	hirsutum	10.1021/acs.orglett.5b01356
NPA032635	Sterhirsutin D	C30H42O4	Fungus	Stereum	hirsutum	10.1021/acs.orglett.5b01356
NPA032636	Sterhirsutin L	C19H20N4O6	Fungus	Stereum	hirsutum	10.1021/acs.orglett.5b01356
NPA032637	Conoideocrellide B	C40H49N5O11	Fungus	Conoideocrella	tenuis BCC 18627	10.1021/np100849x
NPA032638	Conoideocrellide C	C41H51N5O11	Fungus	Conoideocrella	tenuis BCC 18627	10.1021/np100849x
NPA032639	Curtisian T	C31H26O10	Fungus	Paxillus	curtisii	10.1016/j.bmc.2009.04.064
NPA032640	Curtisian U	C30H30O12	Fungus	Paxillus	curtisii	10.1016/j.bmc.2009.04.064
NPA032641	Curtisian V	C37H36O12	Fungus	Paxillus	curtisii	10.1016/j.bmc.2009.04.064
NPA032642	Inonotusane A	C30H50O3	Fungus	Inonotus	obliquus	10.1016/j.fitote.2014.12.005
NPA032643	Inonotsutriol E	C30H50O3	Fungus	Inonotus	obliquus	10.1016/j.phytol.2011.07.001
NPA032644	Inonotsuoxide B	C30H50O3	Fungus	Inonotus	obliquus	10.1016/j.bmc.2006.09.064
NPA032645	Cephalochromin	C28H22O10	Fungus	Verticillium	sp. K-113	10.7164/antibiotics.28.602
NPA032646	Epi-cochlioquinone D	C28H38O6	Fungus	Helminthosporium	velutinum TS28	10.1016/j.tet.2015.05.044
NPA032647	Precochlioquinol D	C13H16O3	Fungus	Helminthosporium	velutinum TS28	10.1016/j.tet.2015.05.044
NPA032648	AAL Toxin TA1	C25H47NO10	Fungus	Alternaria	f. sp. Lycopersici	10.1021/jf00038a018
NPA032649	AAL Toxin TA2	C25H47NO10	Fungus	Alternaria	f. sp. Lycopersici	10.1021/jf00038a018
NPA032650	AAL Toxin TC2	C25H47NO8	Fungus	Alternaria	f. sp. Lycopersici	10.1021/jf00038a018
NPA032651	Sporidesmin A	C18H20ClN3O6S2	Fungus	Pithomyces	chartarum	10.1099/00221287-29-1-127
NPA032652	Sporidesmin C	C18H20ClN3O6S3	Fungus	Pithomyces	chartarum	10.1071/ch9661059
NPA032653	Sporidesmin D	C20H26ClN3O6S2	Fungus	Pithomyces	chartarum	10.1039/j39690001564
NPA032654	Sporidesmin F	C19H22ClN3O6S	Fungus	Pithomyces	chartarum	10.1039/j39690001564
NPA032655	Sporidesmin G	C18H20ClN3O6S4	Fungus	Pithomyces	chartarum	10.1039/p19720000470
NPA032656	Stemphone E	C30H44O9	Fungus	Aspergillus	sp. FKI-2136	10.1038/ja.2008.59
NPA032657	Stemphone F	C33H48O10	Fungus	Aspergillus	sp. FKI-2136	10.1038/ja.2008.59
NPA032658	Stemphone G	C30H42O9	Fungus	Aspergillus	sp. FKI-2136	10.1038/ja.2008.59
NPA032659	Amythiamicin B	C50H53N15O9S6	Bacterium	Amycolatopsis	sp. MI481-42F4	10.7164/antibiotics.47.668
NPA032660	Cephaibol D	C80H123N17O20	Fungus	Acremonium	tubakii DSM 12774	10.7164/antibiotics.54.220
NPA032661	Cephaibol E	C81H125N17O20	Fungus	Acremonium	tubakii DSM 12774	10.7164/antibiotics.54.220
NPA032662	Sterostrein J	C14H22O3	Fungus	Stereum	ostrea BCC 22955	10.1016/j.phytochem.2012.04.009
NPA032663	Sterostrein K	C14H22O3	Fungus	Stereum	ostrea BCC 22955	10.1016/j.phytochem.2012.04.009
NPA032664	Himalomycin B	C43H56O16	Bacterium	Streptomyces	sp.	10.7164/antibiotics.56.942
NPA032665	Sporazepin	C10H9NO2	Bacterium	Streptosporangium	sp. BCC 24625	10.1016/j.phytol.2014.08.021
NPA032666	Ganolucidic acid C	C30H46O7	Fungus	Ganoderma	lucidum	10.1080/00021369.1985.10867324
NPA032667	Ganoderic acid J	C30H42O7	Fungus	Ganoderma	lucidum	10.1080/00021369.1985.10867324
NPA032668	Landomycin M	C49H62O18	Bacterium	Streptomyces	cyanogenus S136	10.1002/cbic.200400316
NPA032669	ES-242-2	C36H38O12	Fungus	Verticillium	sp. SPC-15898	10.7164/antibiotics.45.1047
NPA032670	ES-242-3	C34H36O11	Fungus	Verticillium	sp. SPC-15898	10.7164/antibiotics.45.1047
NPA032671	ES-242-4	C32H34O10	Fungus	Verticillium	sp. SPC-15898	10.7164/antibiotics.45.1047
NPA032672	ES-242-5	C32H34O9	Fungus	Verticillium	sp. SPC-15898	10.7164/antibiotics.45.1047
NPA032673	ES-242-6	C32H34O8	Fungus	Verticillium	sp. SPC-15898	10.7164/antibiotics.45.1047
NPA032674	ES-242-8	C32H34O9	Fungus	Verticillium	sp. SPC-15898	10.7164/antibiotics.45.1047
NPA032675	ES-242-1	C34H36O10	Fungus	Verticillium	sp. SPC-15898	10.7164/antibiotics.45.88
NPA032676	Altromycin F	C47H59NO17	Bacterium	Actinomyces	sp. 1.246e-23	10.7164/antibiotics.47.1160
NPA032677	Altromycin G	C45H55NO18	Bacterium	Actinomyces	sp. 1.246e-23	10.7164/antibiotics.47.1160
NPA032678	Altromycin E	C45H55NO18	Bacterium	Actinomyces	sp. 1.246e-23	10.7164/antibiotics.47.1160
NPA032679	MKN-004A	C9H16O3	Bacterium	Streptomyces	sp. (Isolate M02750)	10.1021/np000599g
NPA032680	Pyrenocine C	C11H14O4	Fungus	Pyrenochaeta	terrestris	10.1016/S0031-9422(00)84136-9
NPA032681	Oasomycin B	C61H104O22	Bacterium	Streptoverticillium	baldacii subsp. netropse (strain FH-S 1625)	10.1002/jlac.199319930193
NPA032682	Dermocanarin 1	C33H28O10	Fungus	Dermocybe	canaria	10.1039/p19950000645
NPA032683	Dermocanarin 2	C33H26O11	Fungus	Dermocybe	canaria	10.1039/p19950000645
NPA032684	FR220899	C50H80N8O20S	Fungus	Coleophoma	empetri No. 14573	10.1038/ja.2006.22
NPA032685	Pyrenocine F	C11H14O3	Fungus	Unknown-fungus	sp.	10.1177/1934578x0800301022
NPA032686	Pyrenocine H	C11H12O4	Fungus	Unknown-fungus	sp.	10.1177/1934578x0800301022
NPA032687	Hygrocin D	C28H31NO8	Bacterium	Streptomyces	sp. LZ35	10.1021/np400474s
NPA032688	Hygrocin E	C28H31NO8	Bacterium	Streptomyces	sp. LZ35	10.1021/np400474s
NPA032689	Cyclothiazomycins B2	C61H69N21O13S7	Bacterium	Streptomyces	sp. A307	10.1016/j.bmc.2006.09.006
NPA032690	Citreamicin β	C35H29NO12	Bacterium	Micromonospora	citrea	10.7164/antibiotics.43.504
NPA032691	Citreamicin γ	C33H25NO12	Bacterium	Micromonospora	citrea	10.7164/antibiotics.43.504
NPA032692	Citreamicin ζ	C35H29NO12	Bacterium	Micromonospora	citrea	10.7164/antibiotics.43.504
NPA032693	Citreamicin η	C31H23NO11	Bacterium	Micromonospora	citrea	10.7164/antibiotics.43.504
NPA032694	Alterporriol C	C32H26O13	Fungus	Alternaria	porri	10.1016/0031-9422(88)80036-0
NPA032695	Fumonisin C1	C33H57NO15	Fungus	Fusarium	oxysporum	10.1021/np960234p
NPA032696	Asperchalasine A	C57H72N2O12	Fungus	Aspergillus	flavipes	10.1002/anie.201506264
NPA032697	Asperchalasine D	C34H43NO8	Fungus	Aspergillus	flavipes	10.1002/anie.201506264
NPA032698	Sordariol	C16H24O4	Fungus	Sordaria	macrospora	10.1016/0031-9422(88)80227-9
NPA032699	α-Methylbiotin	C11H18N2O3S	Bacterium	Streptomyces	lydicus	10.1128/aac.1.2.135
NPA032700	Isocladospolide B	C12H20O4	Fungus	Cladosporium	tenuissimum LR463	10.1002/hlca.200690055
NPA032701	WS009 A	C24H25NO10S	Bacterium	Streptomyces	sp. 89009	10.7164/antibiotics.45.1029
NPA032702	Altromycin A	C46H57NO18	Bacterium	Unknown	sp. AB 1246E-26	10.7164/antibiotics.43.229
NPA032703	Altromycin B	C47H59NO18	Bacterium	Unknown	sp. AB 1246E-26	10.7164/antibiotics.43.229
NPA032704	Altromycin C	C46H57NO17	Bacterium	Unknown	sp. AB 1246E-26	10.7164/antibiotics.43.229
NPA032705	Altromycin D	C47H59NO17	Bacterium	Unknown	sp. AB 1246E-26	10.7164/antibiotics.43.229
NPA032706	N-carbamoyl-2,3-dihydroxybenzamide	C8H8N2O4	Bacterium	Unknown	sp. USF-TC31	10.1271/bbb.90636
NPA032707	ML-236B	C23H34O5	Fungus	Penicillium	citrinum	10.7164/antibiotics.29.1346
NPA032708	Austroviridin B	C33H26O10	Fungus	Dermocybe	sp. WAT 26640	10.1039/a809922g
NPA032709	X-14873A	C35H62O11	Bacterium	Streptomyces	sp. X-14889	10.7164/antibiotics.46.280
NPA032710	Saptomycin D	C35H37NO9	Bacterium	Streptomyces	sp. HP530	10.7164/antibiotics.46.1530
NPA032711	Saptomycin F	C24H18O6	Bacterium	Streptomyces	sp. HP530	10.7164/antibiotics.46.1530
NPA032712	Saptomycin G	C33H35NO8	Bacterium	Streptomyces	sp. HP530	10.7164/antibiotics.46.1530
NPA032713	Coryoctalactone A	C14H16O6	Fungus	Corynespora	cassiicola	10.1016/j.tetlet.2013.09.112
NPA032714	Bacillosporin D	C26H18O10	Fungus	Talaromyces	bacillisporus	10.1055/s-2006-947188
NPA032715	Bacillosporin E	C28H20O11	Fungus	Talaromyces	bacillisporus	10.1055/s-2006-947188
NPA032716	(10′S)-Verruculide B	C25H36O6	Fungus	Phoma	sp. nov. LG0217	10.1016/j.bmc.2017.01.048
NPA032717	(S,Z)-5-(3′,4′-Dihydroxybutylidene)-3-propylfuran-2(5H)-one	C11H16O4	Fungus	Phoma	sp. nov. LG0217	10.1016/j.bmc.2017.01.048
NPA032718	6,8-dihydroxy-5-(3-methylbut-2-enyl)-1-methylisochroman-3-one	C15H18O4	Fungus	Oidiodendron	rhodogenum Robak	10.1039/p19810000221
NPA032719	5-hydroxy-1,8,9-10-tetrahydro-4,8,8-trimethyl-2H,4H-benzo[1,2-b:4,5-c']di-pyran-2-one	C15H18O4	Fungus	Oidiodendron	rhodogenum Robak	10.1039/p19810000221
NPA032720	Pestalotiopyrolide B	C14H20O5	Fungus	Pestalotiopsis	sp. PSU-MA92 and PSU-MA120	10.1016/j.phytol.2011.08.008
NPA032721	Pestalotiopyrolide A	C14H22O6	Fungus	Pestalotiopsis	sp. PSU-MA92 and PSU-MA120	10.1016/j.phytol.2011.08.008
NPA032722	3,4,13-trihydroxy-tetradeca-5,7,9,11-tetraynoic acid-γ-lac- tone	C14H10O4	Fungus	Mycena	viridimarginata	10.1007/bf00508730
NPA032723	4R*,7S*,11S*,2H-3,4,4a,5a,7,8-hexhydro-4-hydroxy-pyrano[2,3-b]cyclopenta[d]pyran-9(6H)-one	C11H14O4	Bacterium	Actinoalloteichus	nanshanensis sp. nov. NEAU 119	10.1080/14786419.2013.771349
NPA032724	Macrosporin	C16H12O5	Fungus	Macrosporium	porri	10.1080/03758397.1957.10857347
NPA032725	Tetra-0-acetylwaraterpol	C23H32O9	Fungus	Penicillium	sp. (strain FH-A 6260)	10.1002/jlac.199319930192
NPA032726	Anhydrowaraterpol A	C15H22O3	Fungus	Penicillium	sp. (strain FH-A 6260)	10.1002/jlac.199319930192
NPA032727	Waraterpol-1,4-quinone	C15H22O5	Fungus	Penicillium	sp. (strain FH-A 6260)	10.1002/jlac.199319930192
NPA032728	4-hydroxywaraterpol	C15H24O5	Fungus	Penicillium	sp. (strain FH-A 6260)	10.1002/jlac.199319930192
NPA032729	Cyclo-waraterpol A	C15H22O3	Fungus	Penicillium	sp. (strain FH-A 6260)	10.1002/jlac.199319930192
NPA032730	Diffractaic acid	C20H22O7	Fungus	Usnea	diffracta sp.	10.1248/cpb.17.2061
NPA032731	2'-0-methylatranorin	C20H20O8	Fungus	Oropogon	loxensis sp.	10.1071/ch9891191
NPA032732	Barbatic acid	C19H20O7	Fungus	Alectoria	ochroleuca sp.	10.1039/jr9320001675
NPA032733	3-alpha hydroxybarbatic acid	C19H20O8	Fungus	Xanthoparmelia	sp. moctezumensis	10.2307/3242074
NPA032734	Diazaquinomycin C	C22H26N2O4	Bacterium	Streptomyces	sp. GW48/1	10.1080/14786410410001704741
NPA032735	Akashin B	C24H21Cl2N3O6	Bacterium	Streptomyces	sp. GW48/1	10.1080/14786410410001704741
NPA032736	Akashin C	C26H25Cl2N3O6	Bacterium	Streptomyces	sp. GW48/1	10.1080/14786410410001704741
NPA032737	Myxochelin B	C20H25N3O6	Bacterium	Stigmatella	aurantiaca Sg a15	10.1046/j.1432-1327.2000.01740.x
NPA032738	Iso-ustilaginoidin A	C28H18O10	Fungus	Verticillium	sp. K-113	10.7164/antibiotics.28.602
NPA032739	Mycosubtilin	C50H78N12O14	Bacterium	Bacillus	subtilis	10.1111/j.1432-1033.1976.tb10240.x
NPA032740	Mycosubtilin	C50H78N12O14	Bacterium	Bacillus	subtilis	10.1111/j.1432-1033.1976.tb10240.x
NPA032741	Mycosubtilin	C51H80N12O14	Bacterium	Bacillus	subtilis	10.1111/j.1432-1033.1976.tb10240.x
NPA032742	Flaviolin	C10H6O5	Fungus	Aspergillus	citricus	10.1039/jr9530003302
NPA032743	Lucensomycin	C36H53NO13	Bacterium	Streptomyces	lucensis	10.1016/S0040-4039(01)82829-X
NPA032744	Streptozotocin	C8H15N3O7	Bacterium	Streptomyces	achromogenes	10.1021/ja00994a053
NPA032745	Culmorin	C15H26O2	Fungus	Fusarium	culmorum	10.1039/C19670000030
NPA032746	VD 846	C6H4N2O2S2	Bacterium	Streptomyces	sp.	10.7164/antibiotics.22.233
NPA032747	2-N,6-N-di-(2,3-dihydroxybenzoyl)-L-lysine	C20H22N2O8	Bacterium	Azotobacter	vinelandii	10.1021/bi00831a002
NPA032748	Filipin III	C35H58O11	Bacterium	Streptomyces	filipinensis	10.7164/antibiotics.23.414
NPA032749	Filipin II	C35H58O10	Bacterium	Streptomyces	filipinensis	10.7164/antibiotics.23.414
NPA032750	1233A	C18H28O5	Fungus	Unknown-fungus	sp.	10.1039/J39710003888
NPA032751	1233B	C18H30O6	Fungus	Cephalosporium	sp. ACC1233	10.1039/J39710003888
NPA032752	Tentoxin	C22H30N4O4	Fungus	Alternaria	tenuis	10.1016/S0040-4039(01)96862-5
NPA032753	Scytalidin	C22H28O7	Fungus	Scytalidium	sp.	10.1039/P19720002280
NPA032754	Pyrazomycin B	C9H13N3O6	Bacterium	Streptomyces	sp.	10.1016/0006-291X(73)91258-8
NPA032755	Coformycin	C11H16N4O5	Bacterium	Streptomyces	kaniharaensis	10.1021/ja00820a049
